variant;run;idle_computed_objectives;predicted_steps;pred_plan_objectives;pred_plan_iter;pred_plan_runtime;runtime_obj_satisfied;max_runtime_if_obj_satisfied
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;10;"[13.640824709871177, 79.0]";1;"[13.648967762715769, 49.0]";8400;44.5837346;44.5833354;10.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;11;"[13.640824709871177, 79.0]";2;"[13.668491296444813, 28.0]";18600;68.3455629;68.3453202;20.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;12;"[13.640824709871177, 79.0]";3;"[13.674992946936587, 31.0]";13900;61.6397625;61.6393711;30.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;13;"[13.640824709871177, 79.0]";4;"[13.648967762715772, 71.0]";7600;48.8668306;48.866492;40.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;14;"[13.640824709871177, 79.0]";5;"[13.660359881744165, 55.0]";7400;50.1436027;45.6712236;50.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;15;"[13.640824709871177, 79.0]";6;"[13.640824709871179, 35.0]";11500;68.9078777;68.9076213;60.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;16;"[13.640824709871177, 79.0]";7;"[12.685288455919187, 30.0]";13800;70.1526532;60.5005087;70.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;17;"[13.640824709871177, 79.0]";8;"[13.15484232300828, 32.0]";17500;80.07858900000001;48.4442841;80.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;18;"[13.640824709871177, 79.0]";9;"[13.20878869410182, 31.0]";24800;90.19597370000001;52.9478883;90.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;19;"[13.640824709871177, 79.0]";10;"[13.562402642308584, 37.0]";22300;100.18765450000001;57.6415717;100.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;20;"[13.626771036782298, 41.0]";1;"[13.618614711734327, 45.0]";13500;62.089053400000005;62.0888301;10.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;21;"[13.626771036782298, 41.0]";2;"[13.612086132877977, 43.0]";9000;47.6392207;47.6389453;20.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;22;"[13.626771036782298, 41.0]";3;"[13.656093471007324, 42.0]";9300;56.21669300000001;56.2160157;30.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;23;"[13.626771036782298, 41.0]";4;"[13.383239933256487, 48.0]";7400;48.7817548;48.7815003;40.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;24;"[13.626771036782298, 41.0]";5;"[13.60228738934089, 25.0]";10600;50.0738392;38.2096078;50.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;25;"[13.626771036782298, 41.0]";6;"[13.603921003397023, 55.0]";10500;60.1439382;60.143487;60.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;26;"[13.626771036782298, 41.0]";7;"[13.651210772512288, 23.0]";17600;70.0149665;40.0008977;70.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;27;"[13.626771036782298, 41.0]";8;"[12.703455347966464, 45.0]";17700;80.1006818;62.7175135;80.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;28;"[13.626771036782298, 41.0]";9;"[13.639811012050147, 17.0]";30100;90.1424925;42.8105506;90.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;29;"[13.626771036782298, 41.0]";10;"[13.023056476879765, 17.0]";24900;100.04385070000001;74.3562467;100.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;30;"[13.334333295836146, 52.0]";1;"[13.463696041990517, 51.0]";12200;66.6769591;66.6765867;10.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;31;"[13.334333295836146, 52.0]";2;"[13.621225267125487, 34.0]";10300;51.1337744;51.1334947;20.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;32;"[13.334333295836146, 52.0]";3;"[13.560727610763864, 64.0]";8500;56.244799300000004;56.2445487;30.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;33;"[13.334333295836146, 52.0]";4;"[13.5328407135301, 46.0]";8700;47.618778000000006;47.6184882;40.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;34;"[13.334333295836146, 52.0]";5;"[13.582014250880135, 56.0]";10200;61.3893093;61.3883744;50.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;35;"[13.334333295836146, 52.0]";6;"[13.407460609675496, 66.0]";10700;60.013683900000004;43.8339144;60.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;36;"[13.334333295836146, 52.0]";7;"[13.377593206552511, 28.0]";16700;70.068746;44.934997;70.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;37;"[13.334333295836146, 52.0]";8;"[12.890306435457616, 21.0]";21300;80.04268730000001;44.3278149;80.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;38;"[13.334333295836146, 52.0]";9;"[13.514765587641131, 53.0]";21100;90.25947570000001;63.9433601;90.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;39;"[13.334333295836146, 52.0]";10;"[13.668455167525943, 12.0]";43900;100.1023243;46.4651113;100.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;40;"[13.65743138729847, 72.0]";1;"[13.478908993472764, 76.0]";11200;74.265805;74.265475;10.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;41;"[13.65743138729847, 72.0]";2;"[13.659058406171702, 39.0]";13800;65.20874400000001;65.208405;20.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;42;"[13.65743138729847, 72.0]";3;"[13.647665200762317, 33.0]";14000;75.716266;75.715997;30.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;43;"[13.65743138729847, 72.0]";4;"[13.166999526969304, 49.0]";9600;55.5289383;55.5285055;40.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;44;"[13.65743138729847, 72.0]";5;"[13.64766520076232, 36.0]";16100;69.4825642;69.4822135;50.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;45;"[13.65743138729847, 72.0]";6;"[13.404513704507188, 57.0]";8700;60.2847908;54.565981;60.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;46;"[13.65743138729847, 72.0]";7;"[13.619956309641495, 40.0]";12600;74.38015870000001;74.3796322;70.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;47;"[13.65743138729847, 72.0]";8;"[13.455807869916201, 54.0]";18100;102.3730785;102.372794;80.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;48;"[13.65743138729847, 72.0]";9;"[13.472312714472718, 34.0]";20300;90.14824340000001;69.26765;90.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;49;"[13.65743138729847, 72.0]";10;"[13.619956309641497, 33.0]";17500;100.16814330000001;73.6299705;100.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;50;"[13.510416648819211, 41.0]";1;"[13.631590036146928, 66.0]";11600;83.2240539;83.2237324;10.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;51;"[13.510416648819211, 41.0]";2;"[13.449420566710184, 52.0]";9400;72.58007980000001;72.5792356;20.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;52;"[13.510416648819211, 41.0]";3;"[13.535066482709203, 60.0]";23900;135.012586;135.0121375;30.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;53;"[13.510416648819211, 41.0]";4;"[13.587503336285893, 42.0]";21200;121.45421250000001;121.4535391;40.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;54;"[13.510416648819211, 41.0]";5;"[13.597312733781148, 44.0]";10200;75.46567800000001;75.4649271;50.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;55;"[13.510416648819211, 41.0]";6;"[13.641367731288783, 34.0]";21100;118.7230732;118.7225935;60.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;56;"[13.510416648819211, 41.0]";7;"[13.699887356480232, 55.0]";6700;70.43326040000001;69.9196473;70.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;57;"[13.510416648819211, 41.0]";8;"[13.597312733781147, 69.0]";8900;83.4954737;83.4947005;80.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;58;"[13.510416648819211, 41.0]";9;"[13.63810927846518, 37.0]";29500;157.833861;157.8331571;90.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;59;"[13.510416648819211, 41.0]";10;"[13.419646551986641, 34.0]";25000;111.0076197;111.0067674;100.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;60;"[13.590192542172954, 42.0]";1;"[13.650559614088273, 30.0]";12100;55.9839117;55.9834815;10.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;61;"[13.590192542172954, 42.0]";2;"[13.644046320648432, 74.0]";8600;56.9863148;56.985896;20.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;62;"[13.590192542172954, 42.0]";3;"[13.504896231449623, 48.0]";6500;44.8177116;44.8174719;30.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;63;"[13.590192542172954, 42.0]";4;"[11.39317534511097, 39.0]";14800;68.9460415;68.9456714;40.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;64;"[13.590192542172954, 42.0]";5;"[13.491725859454256, 83.0]";7400;59.428674900000004;59.4283769;50.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;65;"[13.590192542172954, 42.0]";6;"[13.619593728644526, 41.0]";10600;69.9079679;69.9070578;60.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;66;"[13.590192542172954, 42.0]";7;"[13.532840713530097, 38.0]";12200;70.097713;54.3856129;70.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;67;"[13.590192542172954, 42.0]";8;"[13.238999626524322, 12.0]";24800;80.12266240000001;50.7395474;80.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;68;"[13.590192542172954, 42.0]";9;"[13.593462480995127, 16.0]";24700;90.12129730000001;63.3707454;90.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;69;"[13.590192542172954, 42.0]";10;"[13.531198517992902, 19.0]";27800;100.21617300000001;41.5054338;100.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;70;"[13.671525784781691, 53.0]";1;"[13.451953825686255, 50.0]";14900;84.2132838;84.2130344;10.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;71;"[13.671525784781691, 53.0]";2;"[13.47176287876714, 53.0]";6000;44.5050364;44.5046481;20.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;72;"[13.671525784781691, 53.0]";3;"[13.568736760802405, 64.0]";9100;64.0439733;64.0436621;30.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;73;"[13.671525784781691, 53.0]";4;"[13.526088190175127, 60.0]";6900;50.4438052;50.4430414;40.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;74;"[13.671525784781691, 53.0]";5;"[13.596550034457495, 103.0]";10200;76.3653118;76.3648299;50.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;75;"[13.671525784781691, 53.0]";6;"[13.222016805127035, 74.0]";8900;65.62462430000001;65.624367;60.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;76;"[13.671525784781691, 53.0]";7;"[12.864229283627076, 21.0]";15500;70.11129530000001;52.9000153;70.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;77;"[13.671525784781691, 53.0]";8;"[13.31413432557694, 18.0]";22200;80.1163562;46.2894481;80.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;78;"[13.671525784781691, 53.0]";9;"[13.157995269271565, 17.0]";25300;90.0427935;46.0402153;90.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;79;"[13.671525784781691, 53.0]";10;"[13.119093615183582, 15.0]";40200;100.25593;48.1520215;100.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;80;"[13.604284002103034, 51.0]";1;"[13.594479634881575, 46.0]";9500;55.006119000000005;55.0000212;10.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;81;"[13.604284002103034, 51.0]";2;"[13.784407007311192, 82.0]";6800;46.490712;46.4896557;20.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;82;"[13.604284002103034, 51.0]";3;"[14.144056030278383, 43.0]";12200;60.5888282;60.5885512;30.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;83;"[13.604284002103034, 51.0]";4;"[13.597748542758788, 75.0]";8100;52.5280398;52.5251964;40.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;84;"[13.604284002103034, 51.0]";5;"[14.385520841337069, 50.0]";10200;61.5894106;61.5890277;50.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;85;"[13.604284002103034, 51.0]";6;"[13.426710066500897, 36.0]";11500;60.1452504;49.9486593;60.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;86;"[13.604284002103034, 51.0]";7;"[13.213162162063544, 22.0]";20000;70.0760589;42.4449996;70.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;87;"[13.604284002103034, 51.0]";8;"[13.02684787015258, 18.0]";22400;80.1491745;47.6786569;80.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;88;"[13.604284002103034, 51.0]";9;"[13.084719200013803, 15.0]";32600;90.1172485;46.2651419;90.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;89;"[13.604284002103034, 51.0]";10;"[13.533862423519954, 16.0]";30000;100.19660420000001;42.8503423;100.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;90;"[13.498239482828952, 61.0]";1;"[13.655370218433081, 46.0]";16600;67.01841300000001;67.0180665;10.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;91;"[13.498239482828952, 61.0]";2;"[13.555737703694257, 34.0]";14600;62.51815560000001;62.5177954;20.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;92;"[13.498239482828952, 61.0]";3;"[13.670008624813269, 43.0]";12900;59.9510207;59.9507835;30.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;93;"[13.498239482828952, 61.0]";4;"[13.442148564299213, 50.0]";7000;42.614138100000005;42.6138885;40.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;94;"[13.498239482828952, 61.0]";5;"[14.120993914586979, 42.0]";18800;68.3297245;68.32931;50.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;95;"[13.498239482828952, 61.0]";6;"[13.539334557019911, 73.0]";11200;60.091087;54.1023498;60.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;96;"[13.498239482828952, 61.0]";7;"[13.536051542382095, 25.0]";21100;70.2973841;70.2971465;70.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;97;"[13.498239482828952, 61.0]";8;"[13.52784052004615, 26.0]";24300;80.1726914;55.4467439;80.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;98;"[13.498239482828952, 61.0]";9;"[12.206656755057974, 40.0]";20500;90.0784612;64.9082099;90.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;99;"[13.498239482828952, 61.0]";10;"[13.609727820864924, 25.0]";22000;100.16330300000001;82.4593369;100.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;100;"[13.531125526898762, 130.0]";1;"[13.508113702603675, 59.0]";7000;42.3590442;42.3587403;10.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;101;"[13.531125526898762, 130.0]";2;"[13.466923356556169, 74.0]";7500;46.3830164;46.382645;20.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;102;"[13.531125526898762, 130.0]";3;"[13.585213457703121, 48.0]";9600;56.6350685;56.6348211;30.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;103;"[13.531125526898762, 130.0]";4;"[13.671634146908467, 37.0]";11800;57.9978059;57.9975783;40.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;104;"[13.531125526898762, 130.0]";5;"[13.650487261234886, 34.0]";17100;86.2782351;86.2779136;50.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;105;"[13.531125526898762, 130.0]";6;"[13.254023381693166, 33.0]";13300;60.0581764;54.7781706;60.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;106;"[13.531125526898762, 130.0]";7;"[13.668382909401707, 29.0]";18000;70.168305;40.167974;70.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;107;"[13.531125526898762, 130.0]";8;"[13.516336708764374, 23.0]";21100;80.0524678;59.821381;80.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;108;"[13.531125526898762, 130.0]";9;"[12.685171668011181, 114.0]";15300;90.12698730000001;63.4829321;90.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;109;"[13.531125526898762, 130.0]";10;"[13.186787251817305, 23.0]";46000;100.01117190000001;48.312218;100.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;110;"[13.488797363775157, 51.0]";1;"[13.442589403702815, 59.0]";6600;41.5011352;41.5008857;10.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;111;"[13.488797363775157, 51.0]";2;"[13.644408251852107, 60.0]";12500;60.0432837;60.0428725;20.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;112;"[13.488797363775157, 51.0]";3;"[13.520062824019426, 43.0]";10900;53.3349169;53.3346656;30.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;113;"[13.488797363775157, 51.0]";4;"[13.642779485821993, 74.0]";9700;56.20812840000001;56.2078789;40.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;114;"[13.488797363775157, 51.0]";5;"[13.649293383781567, 38.0]";17300;81.7158599;81.7155998;50.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;115;"[13.488797363775157, 51.0]";6;"[13.676942839395757, 38.0]";23100;72.61497750000001;72.6145152;60.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;116;"[13.488797363775157, 51.0]";7;"[13.396222058181133, 62.0]";17300;70.1903107;59.0350732;70.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;117;"[13.488797363775157, 51.0]";8;"[13.660685231263265, 32.0]";27400;80.0399829;63.5859052;80.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;118;"[13.488797363775157, 51.0]";9;"[13.582377835059699, 20.0]";28200;90.09676560000001;56.3332174;90.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;119;"[13.488797363775157, 51.0]";10;"[13.477260226391584, 24.0]";32600;100.17494070000001;65.1660066;100.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;120;"[13.665203173673554, 66.0]";1;"[13.604901077675404, 34.0]";13200;56.6578286;56.6575607;10.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;121;"[13.665203173673554, 66.0]";2;"[13.186862148871251, 53.0]";7400;45.4926259;45.4923285;20.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;122;"[13.665203173673554, 66.0]";3;"[13.639159309380716, 61.0]";9900;53.290872300000004;53.2902622;30.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;123;"[13.665203173673554, 66.0]";4;"[13.435607747904653, 42.0]";8100;46.2504319;46.2501641;40.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;124;"[13.665203173673554, 66.0]";5;"[12.998461447417537, 44.0]";9200;50.0954029;48.3270864;50.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;125;"[13.665203173673554, 66.0]";6;"[12.24672291767158, 56.0]";9500;60.04097170000001;58.3205316;60.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;126;"[13.665203173673554, 66.0]";7;"[13.60163388878132, 16.0]";18700;70.11473020000001;45.4594365;70.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;127;"[13.665203173673554, 66.0]";8;"[13.08026503299277, 19.0]";17800;80.12025960000001;57.1835967;80.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;128;"[13.665203173673554, 66.0]";9;"[13.31598871866282, 17.0]";26600;90.12790460000001;46.527714;90.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;129;"[13.665203173673554, 66.0]";10;"[13.658696863171098, 30.0]";22300;100.07664940000001;54.6688026;100.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;130;"[13.520281975290239, 86.0]";1;"[13.538349736221432, 72.0]";8700;59.5790608;59.5788344;10.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;131;"[13.520281975290239, 86.0]";2;"[13.222801107776014, 49.0]";15000;86.3759813;86.3754441;20.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;132;"[13.520281975290239, 86.0]";3;"[13.673909553201522, 32.0]";10500;60.639548100000006;60.639096;30.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;133;"[13.520281975290239, 86.0]";4;"[13.358236003896717, 69.0]";7100;50.0097346;50.0095023;40.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;134;"[13.520281975290239, 86.0]";5;"[13.525211940102505, 76.0]";8400;54.1840095;54.1834882;50.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;135;"[13.520281975290239, 86.0]";6;"[13.364888585902252, 40.0]";11200;60.0838929;48.7906901;60.0
NSGAII_PlanningStrategy-ReplanningStrategy_PlanningStrategy-PredictivePlanning_0;136;"[13.520281975290239, 86.0]";7;"[13.465933240020592, 68.0]";11600;70.3642652;65.0189187;70.0
