variant,run,initial_planning_time,initial_planning_evaluations,last_replanning_time,last_replanning_evaluations,overall_replanning_time,overall_replanning_evaluations,final_objective_value,failed_executions
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,14,39.0952672,10000.0,19.2063725,10000.0,58.3016397,20000.0,20.371832,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,15,43.739141700000005,10000.0,34.054132700000004,10000.0,77.7932744,20000.0,18.68477,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,16,39.7998181,10000.0,18.2937935,10000.0,58.0936116,20000.0,20.415518,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,17,38.0405725,10000.0,33.580668800000005,10000.0,71.62124130000001,20000.0,20.634321,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,18,46.4254188,10000.0,19.3708524,10000.0,65.7962712,20000.0,21.22847,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,19,38.5165859,10000.0,17.0437739,10000.0,55.5603598,20000.0,20.430653,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,20,37.7934654,10000.0,21.633932,10000.0,59.427397400000004,20000.0,19.772173,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,21,45.0686004,10000.0,32.040658300000004,10000.0,77.1092587,20000.0,19.772173,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,22,40.4879781,10000.0,20.6970654,10000.0,61.1850435,20000.0,20.207846,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,23,41.1995195,10000.0,37.780703200000005,10000.0,78.98022270000001,20000.0,20.925686,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,24,39.300300400000005,10000.0,22.0052339,10000.0,61.305534300000005,20000.0,19.81718,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,25,47.960974400000005,10000.0,24.9183215,10000.0,72.8792959,20000.0,19.839188,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,26,42.3133179,10000.0,31.0676142,10000.0,73.3809321,20000.0,18.825338,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,27,39.2017869,10000.0,17.5053647,10000.0,56.7071516,20000.0,20.527426,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,28,35.8378339,10000.0,19.1689648,10000.0,55.006798700000004,20000.0,20.360228,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,29,41.842771500000005,10000.0,23.100370700000003,10000.0,64.94314220000001,20000.0,19.876728,0
NSGAII_EvaluationReplanningStrategy-10000_1,0,40.8466858,10000.0,42.5476198,10000.0,83.3943056,20000.0,20.144766,0
NSGAII_EvaluationReplanningStrategy-10000_1,1,41.0135917,10000.0,42.135755800000005,10000.0,83.1493475,20000.0,20.4173,0
NSGAII_EvaluationReplanningStrategy-10000_1,2,43.708229200000005,10000.0,38.7278516,10000.0,82.43608080000001,20000.0,19.72061,0
NSGAII_EvaluationReplanningStrategy-10000_1,3,44.044991800000005,10000.0,43.206613100000006,10000.0,87.25160490000002,20000.0,21.316505,0
NSGAII_EvaluationReplanningStrategy-10000_1,4,38.4127221,10000.0,43.695795800000006,10000.0,82.10851790000001,20000.0,20.539822,0
NSGAII_EvaluationReplanningStrategy-10000_1,5,45.6529412,10000.0,40.9931149,10000.0,86.64605610000001,20000.0,19.615225,0
NSGAII_EvaluationReplanningStrategy-10000_1,6,45.0976997,10000.0,45.7013182,10000.0,90.7990179,20000.0,17.960379,0
NSGAII_EvaluationReplanningStrategy-10000_1,7,40.6920974,10000.0,49.3844385,10000.0,90.07653590000001,20000.0,20.285973,0
NSGAII_EvaluationReplanningStrategy-10000_1,8,42.0671243,10000.0,49.150595900000006,10000.0,91.2177202,20000.0,20.354868,0
NSGAII_EvaluationReplanningStrategy-10000_1,9,45.905873400000004,10000.0,35.8309372,10000.0,81.73681060000001,20000.0,20.232124,0
NSGAII_EvaluationReplanningStrategy-10000_1,10,40.0400287,10000.0,37.338636300000005,10000.0,77.37866500000001,20000.0,21.373575,0
NSGAII_EvaluationReplanningStrategy-10000_1,11,43.0037303,10000.0,41.003779200000004,10000.0,84.0075095,20000.0,18.91014,0
NSGAII_EvaluationReplanningStrategy-10000_1,12,43.3918334,10000.0,43.9675761,10000.0,87.3594095,20000.0,20.55575,0
NSGAII_EvaluationReplanningStrategy-10000_1,13,43.667371100000004,10000.0,46.224324900000006,10000.0,89.89169600000001,20000.0,20.179033,0
NSGAII_EvaluationReplanningStrategy-10000_1,14,42.737930600000006,10000.0,43.377762600000004,10000.0,86.11569320000001,20000.0,19.486889,0
NSGAII_EvaluationReplanningStrategy-10000_1,15,43.573948300000005,10000.0,45.1853695,10000.0,88.7593178,20000.0,21.364216,0
NSGAII_EvaluationReplanningStrategy-10000_1,16,42.920292700000005,10000.0,45.7210623,10000.0,88.641355,20000.0,21.906261,0
NSGAII_EvaluationReplanningStrategy-10000_1,17,43.6408185,10000.0,47.208578900000006,10000.0,90.84939740000002,20000.0,20.048866,0
NSGAII_EvaluationReplanningStrategy-10000_1,18,54.3603479,10000.0,36.7663931,10000.0,91.12674100000001,20000.0,20.85606,0
NSGAII_EvaluationReplanningStrategy-10000_1,19,44.055609800000006,10000.0,37.6096133,10000.0,81.6652231,20000.0,19.319155,0
NSGAII_EvaluationReplanningStrategy-10000_1,20,40.600855200000005,10000.0,41.710803500000004,10000.0,82.31165870000001,20000.0,18.699362,0
NSGAII_EvaluationReplanningStrategy-10000_1,21,39.724771600000004,10000.0,49.0254916,10000.0,88.7502632,20000.0,20.389675,0
NSGAII_EvaluationReplanningStrategy-10000_1,22,45.6801285,10000.0,49.2545225,10000.0,94.934651,20000.0,21.051294,0
NSGAII_EvaluationReplanningStrategy-10000_1,23,47.8895579,10000.0,44.0403893,10000.0,91.9299472,20000.0,22.317394,0
NSGAII_EvaluationReplanningStrategy-10000_1,24,39.200892200000006,10000.0,44.755106000000005,10000.0,83.95599820000001,20000.0,19.80525,0
NSGAII_EvaluationReplanningStrategy-10000_1,25,39.953650100000004,10000.0,36.124374700000004,10000.0,76.07802480000001,20000.0,19.699394,0
NSGAII_EvaluationReplanningStrategy-10000_1,26,41.061359800000005,10000.0,43.648559000000006,10000.0,84.70991880000001,20000.0,19.989832,0
NSGAII_EvaluationReplanningStrategy-10000_1,27,38.9269096,10000.0,40.8089357,10000.0,79.7358453,20000.0,20.99508,0
NSGAII_EvaluationReplanningStrategy-10000_1,28,39.103253,10000.0,40.6648652,10000.0,79.7681182,20000.0,19.228594,0
NSGAII_EvaluationReplanningStrategy-10000_1,29,41.1718872,10000.0,43.0488495,10000.0,84.2207367,20000.0,20.70118,0
NSGAII_NaivePlanningStrategy_2,0,42.6352612,10000.0,42.6352612,10000.0,42.6352612,10000.0,21.197615,0
NSGAII_NaivePlanningStrategy_2,1,44.0695057,10000.0,44.0695057,10000.0,44.0695057,10000.0,20.271627,0
NSGAII_NaivePlanningStrategy_2,2,54.1896386,10000.0,54.1896386,10000.0,54.1896386,10000.0,20.760818,1
NSGAII_NaivePlanningStrategy_2,3,43.895830600000004,10000.0,43.895830600000004,10000.0,43.895830600000004,10000.0,20.884808,1
NSGAII_NaivePlanningStrategy_2,4,40.0134356,10000.0,40.0134356,10000.0,40.0134356,10000.0,20.846468,0
NSGAII_NaivePlanningStrategy_2,5,47.576094100000006,10000.0,47.576094100000006,10000.0,47.576094100000006,10000.0,21.476261,0
NSGAII_NaivePlanningStrategy_2,6,38.4226759,10000.0,38.4226759,10000.0,38.4226759,10000.0,19.554882,0
NSGAII_NaivePlanningStrategy_2,7,44.728643500000004,10000.0,44.728643500000004,10000.0,44.728643500000004,10000.0,20.381647,1
NSGAII_NaivePlanningStrategy_2,8,41.3689121,10000.0,41.3689121,10000.0,41.3689121,10000.0,20.778326,0
NSGAII_NaivePlanningStrategy_2,9,48.259377,10000.0,48.259377,10000.0,48.259377,10000.0,20.553097,0
NSGAII_NaivePlanningStrategy_2,10,48.5951266,10000.0,48.5951266,10000.0,48.5951266,10000.0,19.408356,0
NSGAII_NaivePlanningStrategy_2,11,43.378712900000004,10000.0,43.378712900000004,10000.0,43.378712900000004,10000.0,19.22292,0
NSGAII_NaivePlanningStrategy_2,12,44.6449444,10000.0,44.6449444,10000.0,44.6449444,10000.0,20.504383,0
NSGAII_NaivePlanningStrategy_2,13,43.6358632,10000.0,43.6358632,10000.0,43.6358632,10000.0,20.830763,0
NSGAII_NaivePlanningStrategy_2,14,43.192358000000006,10000.0,43.192358000000006,10000.0,43.192358000000006,10000.0,21.194183,0
NSGAII_NaivePlanningStrategy_2,15,43.955510000000004,10000.0,43.955510000000004,10000.0,43.955510000000004,10000.0,22.895666,0
NSGAII_NaivePlanningStrategy_2,16,44.8631393,10000.0,44.8631393,10000.0,44.8631393,10000.0,20.717861,0
NSGAII_NaivePlanningStrategy_2,17,51.4896782,10000.0,51.4896782,10000.0,51.4896782,10000.0,19.910543,2
NSGAII_NaivePlanningStrategy_2,18,45.5514682,10000.0,45.5514682,10000.0,45.5514682,10000.0,20.306576,0
NSGAII_NaivePlanningStrategy_2,19,46.777335300000004,10000.0,46.777335300000004,10000.0,46.777335300000004,10000.0,20.674814,0
NSGAII_NaivePlanningStrategy_2,20,40.4127652,10000.0,40.4127652,10000.0,40.4127652,10000.0,20.365583,0
NSGAII_NaivePlanningStrategy_2,21,41.3748376,10000.0,41.3748376,10000.0,41.3748376,10000.0,20.55398,0
NSGAII_NaivePlanningStrategy_2,22,41.3175022,10000.0,41.3175022,10000.0,41.3175022,10000.0,19.07194,2
NSGAII_NaivePlanningStrategy_2,23,42.6557462,10000.0,42.6557462,10000.0,42.6557462,10000.0,18.83982,0
NSGAII_NaivePlanningStrategy_2,24,39.653066100000004,10000.0,39.653066100000004,10000.0,39.653066100000004,10000.0,20.723125,0
NSGAII_NaivePlanningStrategy_2,25,40.3385593,10000.0,40.3385593,10000.0,40.3385593,10000.0,20.277008,1
NSGAII_NaivePlanningStrategy_2,26,39.482580000000006,10000.0,39.482580000000006,10000.0,39.482580000000006,10000.0,20.007107,0
NSGAII_NaivePlanningStrategy_2,27,45.4651932,10000.0,45.4651932,10000.0,45.4651932,10000.0,21.26954,1
NSGAII_NaivePlanningStrategy_2,28,40.8756599,10000.0,40.8756599,10000.0,40.8756599,10000.0,20.006197,1
NSGAII_NaivePlanningStrategy_2,29,44.9862995,10000.0,44.9862995,10000.0,44.9862995,10000.0,19.828188,0
