variant,run,initial_planning_time,initial_planning_evaluations,last_replanning_time,last_replanning_evaluations,overall_replanning_time,overall_replanning_evaluations,final_objective_value,failed_executions
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,22,37.737244000000004,10000.0,4.422821600000001,10000.0,42.1600656,20000.0,13.962489,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,23,45.174424300000005,10000.0,3.1965892,10000.0,48.371013500000004,20000.0,13.343256,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,24,36.9611758,10000.0,2.6741072000000004,10000.0,39.635283,20000.0,14.125469,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,25,36.776872000000004,10000.0,4.393470300000001,10000.0,41.1703423,20000.0,12.6142,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,26,39.5185432,10000.0,4.1932123,10000.0,43.7117555,20000.0,13.821865,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,27,45.5478363,10000.0,3.1055265000000003,10000.0,48.653362800000004,20000.0,14.552519,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,28,35.807257,10000.0,3.9280207000000003,10000.0,39.7352777,20000.0,13.812215,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,29,36.847985,10000.0,3.117439,10000.0,39.965424,20000.0,13.923531,0
NSGAII_EvaluationReplanningStrategy-10000_1,0,39.362022200000006,10000.0,29.447778800000002,10000.0,68.80980100000001,20000.0,12.668343,0
NSGAII_EvaluationReplanningStrategy-10000_1,1,36.2050318,10000.0,26.578246500000002,10000.0,62.783278300000006,20000.0,9.944786,0
NSGAII_EvaluationReplanningStrategy-10000_1,2,39.2042396,10000.0,24.889592200000003,10000.0,64.0938318,20000.0,11.997407,0
NSGAII_EvaluationReplanningStrategy-10000_1,3,34.5795575,10000.0,31.682371300000003,10000.0,66.2619288,20000.0,10.891293,0
NSGAII_EvaluationReplanningStrategy-10000_1,4,31.098887700000002,10000.0,26.974769100000003,10000.0,58.07365680000001,20000.0,9.541489,0
NSGAII_EvaluationReplanningStrategy-10000_1,5,33.5004982,10000.0,31.223796200000002,10000.0,64.7242944,20000.0,11.193164,0
NSGAII_EvaluationReplanningStrategy-10000_1,6,37.9100726,10000.0,25.5490831,10000.0,63.4591557,20000.0,10.881085,0
NSGAII_EvaluationReplanningStrategy-10000_1,7,36.446420100000005,10000.0,31.290988300000002,10000.0,67.7374084,20000.0,12.947682,0
NSGAII_EvaluationReplanningStrategy-10000_1,8,39.2224529,10000.0,26.1557162,10000.0,65.37816910000001,20000.0,11.897712,0
NSGAII_EvaluationReplanningStrategy-10000_1,9,38.2471528,10000.0,27.7491179,10000.0,65.9962707,20000.0,10.055157,0
NSGAII_EvaluationReplanningStrategy-10000_1,10,33.9380892,10000.0,26.197891300000002,10000.0,60.1359805,20000.0,10.834421,0
NSGAII_EvaluationReplanningStrategy-10000_1,11,36.127807700000005,10000.0,27.776401000000003,10000.0,63.90420870000001,20000.0,12.788884,0
NSGAII_EvaluationReplanningStrategy-10000_1,12,34.9876693,10000.0,25.7699517,10000.0,60.757621,20000.0,12.749902,0
NSGAII_EvaluationReplanningStrategy-10000_1,13,34.7420533,10000.0,24.4917617,10000.0,59.23381500000001,20000.0,11.170198,0
NSGAII_EvaluationReplanningStrategy-10000_1,14,35.706284100000005,10000.0,25.207426100000003,10000.0,60.91371020000001,20000.0,12.1684475,0
NSGAII_EvaluationReplanningStrategy-10000_1,15,38.548101200000005,10000.0,21.8561656,10000.0,60.4042668,20000.0,11.815245,0
NSGAII_EvaluationReplanningStrategy-10000_1,16,35.8529495,10000.0,27.135890500000002,10000.0,62.98884,20000.0,10.426368,0
NSGAII_EvaluationReplanningStrategy-10000_1,17,34.5554608,10000.0,26.007065200000003,10000.0,60.562526000000005,20000.0,10.862781,0
NSGAII_EvaluationReplanningStrategy-10000_1,18,33.4107374,10000.0,26.889582400000002,10000.0,60.300319800000004,20000.0,12.843021,0
NSGAII_EvaluationReplanningStrategy-10000_1,19,36.4725315,10000.0,21.5981524,10000.0,58.070683900000006,20000.0,11.277116,0
NSGAII_EvaluationReplanningStrategy-10000_1,20,46.6808057,10000.0,18.6137433,10000.0,65.294549,20000.0,10.9523325,0
NSGAII_EvaluationReplanningStrategy-10000_1,21,40.935495,10000.0,20.9476042,10000.0,61.883099200000004,20000.0,12.454282,0
NSGAII_EvaluationReplanningStrategy-10000_1,22,40.686975700000005,10000.0,22.8000581,10000.0,63.487033800000006,20000.0,11.658388,0
NSGAII_EvaluationReplanningStrategy-10000_1,23,33.955599500000005,10000.0,23.931626,10000.0,57.88722550000001,20000.0,11.453093,0
NSGAII_EvaluationReplanningStrategy-10000_1,24,36.211447500000006,10000.0,28.161761400000003,10000.0,64.37320890000001,20000.0,12.074379,0
NSGAII_EvaluationReplanningStrategy-10000_1,25,32.9864066,10000.0,25.5151831,10000.0,58.501589700000004,20000.0,10.8,0
NSGAII_EvaluationReplanningStrategy-10000_1,26,36.9751759,10000.0,26.1288057,10000.0,63.103981600000004,20000.0,14.74434,0
NSGAII_EvaluationReplanningStrategy-10000_1,27,35.455676100000005,10000.0,28.358663300000003,10000.0,63.81433940000001,20000.0,11.579462,0
NSGAII_EvaluationReplanningStrategy-10000_1,28,34.834781,10000.0,24.6203915,10000.0,59.4551725,20000.0,11.469681,0
NSGAII_EvaluationReplanningStrategy-10000_1,29,47.4445624,10000.0,18.7028512,10000.0,66.14741360000001,20000.0,13.103689,0
NSGAII_NaivePlanningStrategy_2,0,36.181969900000006,10000.0,36.181969900000006,10000.0,36.181969900000006,10000.0,14.807506,0
NSGAII_NaivePlanningStrategy_2,1,35.7526524,10000.0,35.7526524,10000.0,35.7526524,10000.0,15.764877,0
NSGAII_NaivePlanningStrategy_2,2,37.789267300000006,10000.0,37.789267300000006,10000.0,37.789267300000006,10000.0,14.598157,1
NSGAII_NaivePlanningStrategy_2,3,35.5127752,10000.0,35.5127752,10000.0,35.5127752,10000.0,13.793432,0
NSGAII_NaivePlanningStrategy_2,4,35.684766100000004,10000.0,35.684766100000004,10000.0,35.684766100000004,10000.0,15.136352,0
NSGAII_NaivePlanningStrategy_2,5,36.5784867,10000.0,36.5784867,10000.0,36.5784867,10000.0,13.200935,0
NSGAII_NaivePlanningStrategy_2,6,35.3059402,10000.0,35.3059402,10000.0,35.3059402,10000.0,14.811641,0
NSGAII_NaivePlanningStrategy_2,7,38.9093498,10000.0,38.9093498,10000.0,38.9093498,10000.0,13.043517,0
NSGAII_NaivePlanningStrategy_2,8,38.6459885,10000.0,38.6459885,10000.0,38.6459885,10000.0,13.629054,0
NSGAII_NaivePlanningStrategy_2,9,36.8965047,10000.0,36.8965047,10000.0,36.8965047,10000.0,13.382612,0
NSGAII_NaivePlanningStrategy_2,10,35.762793200000004,10000.0,35.762793200000004,10000.0,35.762793200000004,10000.0,13.7144785,0
NSGAII_NaivePlanningStrategy_2,11,41.2197806,10000.0,41.2197806,10000.0,41.2197806,10000.0,14.374703,0
NSGAII_NaivePlanningStrategy_2,12,41.0137938,10000.0,41.0137938,10000.0,41.0137938,10000.0,13.575286,0
NSGAII_NaivePlanningStrategy_2,13,39.997235800000006,10000.0,39.997235800000006,10000.0,39.997235800000006,10000.0,15.230995,0
NSGAII_NaivePlanningStrategy_2,14,35.8967909,10000.0,35.8967909,10000.0,35.8967909,10000.0,15.20812,1
NSGAII_NaivePlanningStrategy_2,15,34.750080000000004,10000.0,34.750080000000004,10000.0,34.750080000000004,10000.0,16.354347,0
NSGAII_NaivePlanningStrategy_2,16,35.885246,10000.0,35.885246,10000.0,35.885246,10000.0,12.108685,0
NSGAII_NaivePlanningStrategy_2,17,46.8494224,10000.0,46.8494224,10000.0,46.8494224,10000.0,16.426115,1
NSGAII_NaivePlanningStrategy_2,18,39.5062324,10000.0,39.5062324,10000.0,39.5062324,10000.0,13.731212,0
NSGAII_NaivePlanningStrategy_2,19,41.4949893,10000.0,41.4949893,10000.0,41.4949893,10000.0,14.263586,1
NSGAII_NaivePlanningStrategy_2,20,35.0237879,10000.0,35.0237879,10000.0,35.0237879,10000.0,12.425462,0
NSGAII_NaivePlanningStrategy_2,21,35.0473413,10000.0,35.0473413,10000.0,35.0473413,10000.0,13.685173,0
NSGAII_NaivePlanningStrategy_2,22,37.8509247,10000.0,37.8509247,10000.0,37.8509247,10000.0,14.805338,1
NSGAII_NaivePlanningStrategy_2,23,35.5603933,10000.0,35.5603933,10000.0,35.5603933,10000.0,17.540838,0
NSGAII_NaivePlanningStrategy_2,24,51.226912600000006,10000.0,51.226912600000006,10000.0,51.226912600000006,10000.0,14.980877,0
NSGAII_NaivePlanningStrategy_2,25,36.122565800000004,10000.0,36.122565800000004,10000.0,36.122565800000004,10000.0,13.8017,0
NSGAII_NaivePlanningStrategy_2,26,34.3541171,10000.0,34.3541171,10000.0,34.3541171,10000.0,14.130503,0
NSGAII_NaivePlanningStrategy_2,27,33.1817259,10000.0,33.1817259,10000.0,33.1817259,10000.0,15.436752,0
NSGAII_NaivePlanningStrategy_2,28,37.9559937,10000.0,37.9559937,10000.0,37.9559937,10000.0,17.398539,1
NSGAII_NaivePlanningStrategy_2,29,35.4526855,10000.0,35.4526855,10000.0,35.4526855,10000.0,12.6613245,0
