variant,run,at_iteration,planned_iterations,disturbance_type
NSGAII_PlanningStrategy-ReplanningStrategy_naive_0,4,35.0,39.0,ADD_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_naive_0,5,45.0,47.0,ADD_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_naive_0,6,38.0,40.0,ADD_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_naive_0,7,49.0,52.0,ADD_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_naive_0,8,38.0,42.0,ADD_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_naive_0,9,31.0,33.0,ADD_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_naive_0,10,48.0,51.0,ADD_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_naive_0,11,75.0,79.0,ADD_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_naive_0,12,41.0,46.0,ADD_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_naive_0,13,45.0,48.0,ADD_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_naive_0,14,40.0,44.0,ADD_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_naive_0,15,31.0,35.0,ADD_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_naive_0,16,61.0,64.0,ADD_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_naive_0,17,52.0,54.0,ADD_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_naive_0,18,43.0,47.0,ADD_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_naive_0,19,41.0,43.0,ADD_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_naive_0,20,37.0,40.0,ADD_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_naive_0,21,121.0,125.0,ADD_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_naive_0,22,50.0,54.0,ADD_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_naive_0,23,62.0,66.0,ADD_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_naive_0,24,36.0,39.0,ADD_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_naive_0,25,54.0,60.0,ADD_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_naive_0,26,41.0,46.0,ADD_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_naive_0,27,47.0,49.0,ADD_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_naive_0,28,72.0,76.0,ADD_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_naive_0,29,39.0,43.0,ADD_STACKS
