variant,run,initial_planning_time,initial_planning_evaluations,last_replanning_time,last_replanning_evaluations,overall_replanning_time,overall_replanning_evaluations,final_objective_value,failed_executions
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,14,43.2857976,10000.0,4.6265038,10000.0,47.912301400000004,20000.0,19.754694,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,15,39.355582500000004,10000.0,3.3913182,10000.0,42.746900700000005,20000.0,20.769573,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,16,39.8809988,10000.0,5.0645457,10000.0,44.9455445,20000.0,21.60961,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,17,43.7116477,10000.0,3.8945368,10000.0,47.6061845,20000.0,19.926062,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,18,40.532979700000006,10000.0,3.5693840000000003,10000.0,44.102363700000005,20000.0,20.89003,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,19,46.1726967,10000.0,3.0609224000000004,10000.0,49.233619100000006,20000.0,19.96617,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,20,45.2851098,10000.0,3.6008222,10000.0,48.885932000000004,20000.0,20.98382,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,21,44.6180681,10000.0,3.9608437000000003,10000.0,48.5789118,20000.0,20.135738,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,22,48.3986304,10000.0,3.5443898000000003,10000.0,51.9430202,20000.0,21.558224,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,23,38.9763813,10000.0,3.3717550000000003,10000.0,42.3481363,20000.0,20.96388,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,24,39.6488126,10000.0,4.7585112,10000.0,44.4073238,20000.0,20.206045,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,25,40.0538132,10000.0,4.0179845,10000.0,44.0717977,20000.0,21.487263,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,26,46.999884200000004,10000.0,5.0255291,10000.0,52.025413300000004,20000.0,20.606987,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,27,40.431237700000004,10000.0,3.8318817000000003,10000.0,44.26311940000001,20000.0,21.290901,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,28,42.2216849,10000.0,3.1723483000000003,10000.0,45.3940332,20000.0,20.788824,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,29,40.3370313,10000.0,5.103142500000001,10000.0,45.4401738,20000.0,20.669537,0
NSGAII_EvaluationReplanningStrategy-10000_1,0,40.3221672,10000.0,27.8854024,10000.0,68.2075696,20000.0,16.28141,0
NSGAII_EvaluationReplanningStrategy-10000_1,1,41.0835207,10000.0,29.9121488,10000.0,70.9956695,20000.0,17.77518,0
NSGAII_EvaluationReplanningStrategy-10000_1,2,36.910260900000004,10000.0,24.925607300000003,10000.0,61.83586820000001,20000.0,18.817612,0
NSGAII_EvaluationReplanningStrategy-10000_1,3,37.7151446,10000.0,29.0884186,10000.0,66.8035632,20000.0,17.12289,0
NSGAII_EvaluationReplanningStrategy-10000_1,4,37.5908804,10000.0,27.4839218,10000.0,65.07480220000001,20000.0,17.039865,0
NSGAII_EvaluationReplanningStrategy-10000_1,5,42.0359046,10000.0,32.487076800000004,10000.0,74.5229814,20000.0,18.762455,0
NSGAII_EvaluationReplanningStrategy-10000_1,6,38.4940371,10000.0,30.339986900000003,10000.0,68.834024,20000.0,18.607738,0
NSGAII_EvaluationReplanningStrategy-10000_1,7,46.6022594,10000.0,24.2794826,10000.0,70.881742,20000.0,18.314245,0
NSGAII_EvaluationReplanningStrategy-10000_1,8,40.9547395,10000.0,29.273319,10000.0,70.2280585,20000.0,18.0432,0
NSGAII_EvaluationReplanningStrategy-10000_1,9,37.039021600000005,10000.0,31.760475000000003,10000.0,68.79949660000001,20000.0,18.073404,0
NSGAII_EvaluationReplanningStrategy-10000_1,10,38.7498552,10000.0,27.457196800000002,10000.0,66.207052,20000.0,18.709082,0
NSGAII_EvaluationReplanningStrategy-10000_1,11,36.2487526,10000.0,30.201034800000002,10000.0,66.4497874,20000.0,18.076422,0
NSGAII_EvaluationReplanningStrategy-10000_1,12,40.108043,10000.0,36.4341894,10000.0,76.5422324,20000.0,17.600431,0
NSGAII_EvaluationReplanningStrategy-10000_1,13,41.547540500000004,10000.0,23.803602,10000.0,65.35114250000001,20000.0,18.377672,0
NSGAII_EvaluationReplanningStrategy-10000_1,14,40.743924500000006,10000.0,27.59861,10000.0,68.3425345,20000.0,18.304316,0
NSGAII_EvaluationReplanningStrategy-10000_1,15,43.5702568,10000.0,34.6890665,10000.0,78.2593233,20000.0,16.940342,0
NSGAII_EvaluationReplanningStrategy-10000_1,16,42.1542684,10000.0,29.352759300000002,10000.0,71.50702770000001,20000.0,18.07944,0
NSGAII_EvaluationReplanningStrategy-10000_1,17,39.237981600000005,10000.0,29.798856200000003,10000.0,69.0368378,20000.0,18.823408,0
NSGAII_EvaluationReplanningStrategy-10000_1,18,50.7698912,10000.0,28.822688000000003,10000.0,79.5925792,20000.0,16.744951,0
NSGAII_EvaluationReplanningStrategy-10000_1,19,42.0032154,10000.0,28.8196316,10000.0,70.822847,20000.0,19.629124,0
NSGAII_EvaluationReplanningStrategy-10000_1,20,38.5057658,10000.0,33.387661900000005,10000.0,71.8934277,20000.0,18.336073,0
NSGAII_EvaluationReplanningStrategy-10000_1,21,43.0859199,10000.0,27.1618998,10000.0,70.24781970000001,20000.0,17.164253,0
NSGAII_EvaluationReplanningStrategy-10000_1,22,40.088140200000005,10000.0,36.1690356,10000.0,76.2571758,20000.0,16.23332,0
NSGAII_EvaluationReplanningStrategy-10000_1,23,46.2806926,10000.0,26.324976900000003,10000.0,72.6056695,20000.0,18.518608,0
NSGAII_EvaluationReplanningStrategy-10000_1,24,44.377977800000004,10000.0,26.498239700000003,10000.0,70.87621750000001,20000.0,17.659216,0
NSGAII_EvaluationReplanningStrategy-10000_1,25,38.9990742,10000.0,31.4947127,10000.0,70.4937869,20000.0,20.320896,0
NSGAII_EvaluationReplanningStrategy-10000_1,26,41.936818900000006,10000.0,35.3950533,10000.0,77.3318722,20000.0,18.472404,0
NSGAII_EvaluationReplanningStrategy-10000_1,27,47.360922900000006,10000.0,23.1154434,10000.0,70.47636630000001,20000.0,16.956434,0
NSGAII_EvaluationReplanningStrategy-10000_1,28,41.0016223,10000.0,29.4040998,10000.0,70.4057221,20000.0,17.136688,0
NSGAII_EvaluationReplanningStrategy-10000_1,29,45.022179,10000.0,31.5133851,10000.0,76.5355641,20000.0,17.254057,0
NSGAII_NaivePlanningStrategy_2,0,37.6973507,10000.0,37.6973507,10000.0,37.6973507,10000.0,21.185602,0
NSGAII_NaivePlanningStrategy_2,1,47.8285938,10000.0,47.8285938,10000.0,47.8285938,10000.0,22.13251,0
NSGAII_NaivePlanningStrategy_2,2,42.347050700000004,10000.0,42.347050700000004,10000.0,42.347050700000004,10000.0,19.808004,0
NSGAII_NaivePlanningStrategy_2,3,49.521634600000006,10000.0,49.521634600000006,10000.0,49.521634600000006,10000.0,20.162807,0
NSGAII_NaivePlanningStrategy_2,4,50.0944632,10000.0,50.0944632,10000.0,50.0944632,10000.0,20.857803,0
NSGAII_NaivePlanningStrategy_2,5,43.291625700000004,10000.0,43.291625700000004,10000.0,43.291625700000004,10000.0,20.768698,0
NSGAII_NaivePlanningStrategy_2,6,38.2444429,10000.0,38.2444429,10000.0,38.2444429,10000.0,19.768496,0
NSGAII_NaivePlanningStrategy_2,7,45.3743647,10000.0,45.3743647,10000.0,45.3743647,10000.0,20.752058,0
NSGAII_NaivePlanningStrategy_2,8,39.6698953,10000.0,39.6698953,10000.0,39.6698953,10000.0,20.699423,0
NSGAII_NaivePlanningStrategy_2,9,43.3129123,10000.0,43.3129123,10000.0,43.3129123,10000.0,20.45111,0
NSGAII_NaivePlanningStrategy_2,10,49.8545298,10000.0,49.8545298,10000.0,49.8545298,10000.0,20.649296,0
NSGAII_NaivePlanningStrategy_2,11,38.6364606,10000.0,38.6364606,10000.0,38.6364606,10000.0,20.369156,0
NSGAII_NaivePlanningStrategy_2,12,41.787455200000004,10000.0,41.787455200000004,10000.0,41.787455200000004,10000.0,21.139208,0
NSGAII_NaivePlanningStrategy_2,13,44.042833,10000.0,44.042833,10000.0,44.042833,10000.0,21.491493,0
NSGAII_NaivePlanningStrategy_2,14,44.149962200000004,10000.0,44.149962200000004,10000.0,44.149962200000004,10000.0,20.974285,0
NSGAII_NaivePlanningStrategy_2,15,39.5695266,10000.0,39.5695266,10000.0,39.5695266,10000.0,19.132854,0
NSGAII_NaivePlanningStrategy_2,16,43.221871900000004,10000.0,43.221871900000004,10000.0,43.221871900000004,10000.0,20.927423,0
NSGAII_NaivePlanningStrategy_2,17,36.979554400000005,10000.0,36.979554400000005,10000.0,36.979554400000005,10000.0,21.063383,0
NSGAII_NaivePlanningStrategy_2,18,36.078587500000005,10000.0,36.078587500000005,10000.0,36.078587500000005,10000.0,19.476624,0
NSGAII_NaivePlanningStrategy_2,19,46.1993669,10000.0,46.1993669,10000.0,46.1993669,10000.0,20.362013,0
NSGAII_NaivePlanningStrategy_2,20,43.422631800000005,10000.0,43.422631800000005,10000.0,43.422631800000005,10000.0,20.738913,0
NSGAII_NaivePlanningStrategy_2,21,45.7311131,10000.0,45.7311131,10000.0,45.7311131,10000.0,20.274317,0
NSGAII_NaivePlanningStrategy_2,22,42.3753029,10000.0,42.3753029,10000.0,42.3753029,10000.0,18.999348,0
NSGAII_NaivePlanningStrategy_2,23,44.753668600000005,10000.0,44.753668600000005,10000.0,44.753668600000005,10000.0,19.924236,0
NSGAII_NaivePlanningStrategy_2,24,42.978343200000005,10000.0,42.978343200000005,10000.0,42.978343200000005,10000.0,20.554865,0
NSGAII_NaivePlanningStrategy_2,25,40.931553,10000.0,40.931553,10000.0,40.931553,10000.0,21.418613,0
NSGAII_NaivePlanningStrategy_2,26,39.9883121,10000.0,39.9883121,10000.0,39.9883121,10000.0,20.631678,0
NSGAII_NaivePlanningStrategy_2,27,50.0884951,10000.0,50.0884951,10000.0,50.0884951,10000.0,20.30747,0
NSGAII_NaivePlanningStrategy_2,28,38.9894321,10000.0,38.9894321,10000.0,38.9894321,10000.0,20.645773,0
NSGAII_NaivePlanningStrategy_2,29,50.1166892,10000.0,50.1166892,10000.0,50.1166892,10000.0,19.682774,0
