variant,run,at_iteration,planned_iterations,disturbance_type
NSGAII_PlanningStrategy-ReplanningStrategy_0,2,12.0,26.0,REMOVE_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,3,31.0,60.0,REMOVE_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,18.0,41.0,REMOVE_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,20.0,46.0,REMOVE_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,6,30.0,57.0,REMOVE_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,7,19.0,44.0,REMOVE_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,8,22.0,49.0,REMOVE_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,9,13.0,26.0,REMOVE_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,10,29.0,57.0,REMOVE_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,11,28.0,61.0,REMOVE_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,12,17.0,39.0,REMOVE_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,13,17.0,33.0,REMOVE_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,14,31.0,64.0,REMOVE_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,15,19.0,38.0,REMOVE_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,16,28.0,53.0,REMOVE_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,13.0,27.0,REMOVE_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,31.0,71.0,REMOVE_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,19,19.0,42.0,REMOVE_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,20,18.0,35.0,REMOVE_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,21,42.0,93.0,REMOVE_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,22,20.0,42.0,REMOVE_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,23,54.0,111.0,REMOVE_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,24,13.0,30.0,REMOVE_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,25,25.0,56.0,REMOVE_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,26,37.0,75.0,REMOVE_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,27,23.0,46.0,REMOVE_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,28,26.0,55.0,REMOVE_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,29,14.0,33.0,REMOVE_STACKS
