variant,run,at_iteration,planned_iterations,disturbance_type
NSGAII_PlanningStrategy-ReplanningStrategy_0,8,20.0,41.0,ADD_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,9,35.0,72.0,ADD_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,10,55.0,121.0,ADD_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,11,27.0,54.0,ADD_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,12,30.0,60.0,ADD_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,13,32.0,62.0,ADD_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,14,22.0,44.0,ADD_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,15,25.0,48.0,ADD_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,16,26.0,50.0,ADD_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,25.0,51.0,ADD_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,31.0,61.0,ADD_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,19,15.0,31.0,ADD_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,20,17.0,34.0,ADD_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,21,43.0,87.0,ADD_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,22,18.0,38.0,ADD_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,23,27.0,60.0,ADD_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,24,17.0,39.0,ADD_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,25,24.0,50.0,ADD_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,26,17.0,35.0,ADD_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,27,34.0,75.0,ADD_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,28,28.0,59.0,ADD_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,29,27.0,51.0,ADD_STACKS
