variant,run,at_iteration,planned_iterations,disturbance_type
NSGAII_PlanningStrategy-ReplanningStrategy_0,9,40.0,44.0,REMOVE_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,10,37.0,41.0,REMOVE_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,11,38.0,43.0,REMOVE_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,12,49.0,51.0,REMOVE_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,13,31.0,34.0,REMOVE_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,14,59.0,61.0,REMOVE_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,15,36.0,41.0,REMOVE_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,16,30.0,34.0,REMOVE_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,17,28.0,32.0,REMOVE_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,18,66.0,72.0,REMOVE_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,19,45.0,50.0,REMOVE_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,20,36.0,40.0,REMOVE_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,21,47.0,49.0,REMOVE_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,22,29.0,33.0,REMOVE_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,23,29.0,32.0,REMOVE_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,24,83.0,93.0,REMOVE_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,25,31.0,34.0,REMOVE_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,26,37.0,39.0,REMOVE_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,27,56.0,59.0,REMOVE_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,28,60.0,67.0,REMOVE_STACKS
NSGAII_PlanningStrategy-ReplanningStrategy_0,29,60.0,63.0,REMOVE_STACKS
